Child	Father	Father Id
	TMS14F1104P0003	TMS13F1333P0003	48526
	TMS14F1104P0004	TMS13F1333P0003	48526
	TMS14F1104P0005	TMS13F1333P0003	48526
	TMS14F1104P0006	TMS13F1333P0003	48526
	TMS14F1104P0007	TMS13F1333P0003	48526
	TMS14F1104P0008	TMS13F1333P0003	48526
	TMS14F1104P0009	TMS13F1333P0003	48526
	TMS14F1104P0010	TMS13F1333P0003	48526
	TMS14F1105P0001	TMS13F1436P0004	48526
	TMS14F1105P0002	TMS13F1436P0004	48526
	TMS14F1106P0001	TMS13F1333P0003	48528
	TMS14F1106P0002	TMS13F1333P0003	48528
	TMS14F1106P0003	TMS13F1333P0003	48528
	TMS14F1106P0004	TMS13F1333P0003	48528
	TMS14F1106P0005	TMS13F1333P0003	48528
	TMS14F1106P0006	TMS13F1333P0003	48528
	TMS14F1106P0007	TMS13F1333P0003	48528
	TMS14F1106P0008	TMS13F1333P0003	48528
	TMS14F1106P0009	TMS13F1333P0003	48528
	TMS14F1106P0010	TMS13F1333P0003	48528
	TMS14F1106P0011	TMS13F1333P0003	48528
	TMS14F1106P0012	TMS13F1333P0003	48528
	TMS14F1106P0013	TMS13F1333P0003	48528
	TMS14F1106P0014	TMS13F1333P0003	48528
	TMS14F1107P0001	TMS13F1333P0003	48540
	TMS14F1107P0002	TMS13F1333P0003	48540
	TMS14F1107P0003	TMS13F1333P0003	48540
	TMS14F1107P0004	TMS13F1333P0003	48540
	TMS14F1107P0005	TMS13F1333P0003	48540
	TMS14F1108P0001	TMS13F1333P0002	48542
	TMS14F1108P0002	TMS13F1333P0002	48542
	TMS14F1108P0003	TMS13F1333P0002	48542
	TMS14F1109P0001	TMS13F1333P0003	48542
	TMS14F1109P0002	TMS13F1333P0003	48542
	TMS14F1110P0001	TMS13F1333P0017	48544
	TMS14F1110P0002	TMS13F1333P0017	48544
	TMS14F1110P0003	TMS13F1333P0017	48544
	TMS14F1110P0004	TMS13F1333P0017	48544
	TMS14F1110P0005	TMS13F1333P0017	48544
	TMS14F1110P0006	TMS13F1333P0017	48544
	TMS14F1110P0007	TMS13F1333P0017	48544
	TMS14F1110P0008	TMS13F1333P0017	48544
	TMS14F1110P0009	TMS13F1333P0017	48544
	TMS14F1110P0010	TMS13F1333P0017	48544
	TMS14F1110P0011	TMS13F1333P0017	48544
	TMS14F1110P0012	TMS13F1333P0017	48544
	TMS14F1110P0013	TMS13F1333P0017	48544
	TMS14F1110P0014	TMS13F1333P0017	48544
	TMS14F1110P0015	TMS13F1333P0017	48544
	TMS14F1110P0016	TMS13F1333P0017	48544
	TMS14F1110P0017	TMS13F1333P0017	48544
	TMS14F1110P0018	TMS13F1333P0017	48544
	TMS14F1110P0019	TMS13F1333P0017	48544
	TMS14F1110P0020	TMS13F1333P0017	48544
	TMS14F1111P0001	TMS13F1333P0002	48544
	TMS14F1111P0002	TMS13F1333P0002	48544
	TMS14F1111P0003	TMS13F1333P0002	48544
	TMS14F1111P0004	TMS13F1333P0002	48544
	TMS14F1111P0005	TMS13F1333P0002	48544
	TMS14F1111P0006	TMS13F1333P0002	48544
	TMS14F1111P0007	TMS13F1333P0002	48544
	TMS14F1111P0008	TMS13F1333P0002	48544
	TMS14F1111P0009	TMS13F1333P0002	48544
	TMS14F1111P0010	TMS13F1333P0002	48544
	TMS14F1112P0001	TMS13F1333P0003	48544
	TMS14F1112P0002	TMS13F1333P0003	48544
	TMS14F1112P0003	TMS13F1333P0003	48544
	TMS14F1112P0004	TMS13F1333P0003	48544
	TMS14F1112P0005	TMS13F1333P0003	48544
	TMS14F1112P0006	TMS13F1333P0003	48544
	TMS14F1112P0007	TMS13F1333P0003	48544
	TMS14F1112P0008	TMS13F1333P0003	48544
	TMS14F1112P0009	TMS13F1333P0003	48544
	TMS14F1112P0010	TMS13F1333P0003	48544
	TMS14F1112P0011	TMS13F1333P0003	48544
	TMS14F1112P0012	TMS13F1333P0003	48544
	TMS14F1112P0013	TMS13F1333P0003	48544
	TMS14F1112P0014	TMS13F1333P0003	48544
	TMS14F1112P0015	TMS13F1333P0003	48544
	TMS14F1112P0016	TMS13F1333P0003	48544
	TMS14F1112P0017	TMS13F1333P0003	48544
	TMS14F1112P0018	TMS13F1333P0003	48544
	TMS14F1112P0019	TMS13F1333P0003	48544
	TMS14F1112P0020	TMS13F1333P0003	48544
	TMS14F1113P0001	TMS13F1333P0003	48543
	TMS14F1113P0002	TMS13F1333P0003	48543
	TMS14F1113P0003	TMS13F1333P0003	48543
	TMS14F1113P0004	TMS13F1333P0003	48543
	TMS14F1114P0001	TMS13F1333P0003	48545
	TMS14F1114P0002	TMS13F1333P0003	48545
	TMS14F1116P0001	TMS13F1333P0003	48546
	TMS14F1116P0002	TMS13F1333P0003	48546
	TMS14F1116P0003	TMS13F1333P0003	48546
	TMS14F1116P0004	TMS13F1333P0003	48546
	TMS14F1116P0005	TMS13F1333P0003	48546
	TMS14F1116P0006	TMS13F1333P0003	48546
	TMS14F1117P0001	TMS13F1333P0003	48548
	TMS14F1117P0002	TMS13F1333P0003	48548
	TMS14F1117P0003	TMS13F1333P0003	48548
	TMS14F1117P0004	TMS13F1333P0003	48548
	TMS14F1117P0005	TMS13F1333P0003	48548
	TMS14F1117P0006	TMS13F1333P0003	48548
	TMS14F1117P0007	TMS13F1333P0003	48548
	TMS14F1117P0008	TMS13F1333P0003	48548
	TMS14F1117P0009	TMS13F1333P0003	48548
	TMS14F1117P0010	TMS13F1333P0003	48548
	TMS14F1117P0011	TMS13F1333P0003	48548
	TMS14F1117P0012	TMS13F1333P0003	48548
	TMS14F1117P0013	TMS13F1333P0003	48548
	TMS14F1117P0014	TMS13F1333P0003	48548
	TMS14F1117P0015	TMS13F1333P0003	48548
	TMS14F1117P0016	TMS13F1333P0003	48548
	TMS14F1117P0017	TMS13F1333P0003	48548
	TMS14F1117P0018	TMS13F1333P0003	48548
	TMS14F1117P0019	TMS13F1333P0003	48548
	TMS14F1117P0020	TMS13F1333P0003	48548
	TMS14F1118P0001	TMS13F1436P0004	48548
	TMS14F1118P0002	TMS13F1436P0004	48548
	TMS14F1119P0001	TMS13F1333P0017	48592
	TMS14F1120P0001	TMS13F1333P0003	48592
	TMS14F1120P0002	TMS13F1333P0003	48592
	TMS14F1120P0003	TMS13F1333P0003	48592
	TMS14F1120P0004	TMS13F1333P0003	48592
	TMS14F1120P0005	TMS13F1333P0003	48592
	TMS14F1120P0006	TMS13F1333P0003	48592
	TMS14F1120P0007	TMS13F1333P0003	48592
	TMS14F1121P0001	TMS13F1333P0017	48569
	TMS14F1121P0002	TMS13F1333P0017	48569
	TMS14F1121P0003	TMS13F1333P0017	48569
	TMS14F1121P0004	TMS13F1333P0017	48569
	TMS14F1121P0005	TMS13F1333P0017	48569
	TMS14F1121P0006	TMS13F1333P0017	48569
	TMS14F1121P0007	TMS13F1333P0017	48569
	TMS14F1121P0008	TMS13F1333P0017	48569
	TMS14F1121P0009	TMS13F1333P0017	48569
	TMS14F1121P0010	TMS13F1333P0017	48569
	TMS14F1121P0011	TMS13F1333P0017	48569
	TMS14F1122P0001	TMS13F1333P0003	48569
	TMS14F1122P0002	TMS13F1333P0003	48569
	TMS14F1122P0003	TMS13F1333P0003	48569
	TMS14F1122P0004	TMS13F1333P0003	48569
	TMS14F1122P0005	TMS13F1333P0003	48569
	TMS14F1122P0006	TMS13F1333P0003	48569
	TMS14F1122P0007	TMS13F1333P0003	48569
	TMS14F1123P0001	TMS13F1107P0006	48593
	TMS14F1124P0001	TMS13F1333P0017	48593
	TMS14F1124P0002	TMS13F1333P0017	48593
	TMS14F1124P0003	TMS13F1333P0017	48593
	TMS14F1124P0004	TMS13F1333P0017	48593
	TMS14F1124P0005	TMS13F1333P0017	48593
	TMS14F1124P0006	TMS13F1333P0017	48593
	TMS14F1124P0007	TMS13F1333P0017	48593
	TMS14F1125P0001	TMS13F1333P0017	48570
	TMS14F1125P0002	TMS13F1333P0017	48570
	TMS14F1125P0003	TMS13F1333P0017	48570
	TMS14F1125P0004	TMS13F1333P0017	48570
	TMS14F1125P0005	TMS13F1333P0017	48570
	TMS14F1125P0006	TMS13F1333P0017	48570
	TMS14F1125P0007	TMS13F1333P0017	48570
	TMS14F1125P0008	TMS13F1333P0017	48570
	TMS14F1125P0009	TMS13F1333P0017	48570
	TMS14F1125P0010	TMS13F1333P0017	48570
	TMS14F1125P0011	TMS13F1333P0017	48570
	TMS14F1125P0012	TMS13F1333P0017	48570
	TMS14F1125P0013	TMS13F1333P0017	48570
	TMS14F1125P0014	TMS13F1333P0017	48570
	TMS14F1125P0015	TMS13F1333P0017	48570
	TMS14F1125P0016	TMS13F1333P0017	48570
	TMS14F1125P0017	TMS13F1333P0017	48570
	TMS14F1125P0018	TMS13F1333P0017	48570
	TMS14F1125P0019	TMS13F1333P0017	48570
	TMS14F1125P0020	TMS13F1333P0017	48570
	TMS14F1126P0001	TMS13F1436P0004	48570
	TMS14F1128P0001	TMS13F1008P0006	48510
	TMS14F1128P0002	TMS13F1008P0006	48510
	TMS14F1128P0003	TMS13F1008P0006	48510
	TMS14F1128P0004	TMS13F1008P0006	48510
	TMS14F1128P0005	TMS13F1008P0006	48510
	TMS14F1128P0006	TMS13F1008P0006	48510
	TMS14F1129P0001	TMS13F1008P0006	48511
	TMS14F1129P0002	TMS13F1008P0006	48511
	TMS14F1129P0003	TMS13F1008P0006	48511
	TMS14F1129P0004	TMS13F1008P0006	48511
	TMS14F1129P0005	TMS13F1008P0006	48511
	TMS14F1130P0001	TMS13F1008P0006	48525
	TMS14F1130P0002	TMS13F1008P0006	48525
	TMS14F1130P0003	TMS13F1008P0006	48525
	TMS14F1130P0004	TMS13F1008P0006	48525
	TMS14F1130P0005	TMS13F1008P0006	48525
	TMS14F1130P0006	TMS13F1008P0006	48525
	TMS14F1130P0007	TMS13F1008P0006	48525
	TMS14F1130P0008	TMS13F1008P0006	48525
	TMS14F1130P0009	TMS13F1008P0006	48525
	TMS14F1130P0010	TMS13F1008P0006	48525
	TMS14F1131P0001	TMS13F1176P0003	48526
	TMS14F1131P0002	TMS13F1176P0003	48526
	TMS14F1131P0003	TMS13F1176P0003	48526
	TMS14F1131P0004	TMS13F1176P0003	48526
	TMS14F1132P0001	TMS13F1008P0006	48528
	TMS14F1132P0002	TMS13F1008P0006	48528
	TMS14F1133P0001	TMS13F1008P0006	48537
	TMS14F1133P0002	TMS13F1008P0006	48537
	TMS14F1133P0003	TMS13F1008P0006	48537
	TMS14F1133P0004	TMS13F1008P0006	48537
	TMS14F1133P0005	TMS13F1008P0006	48537
	TMS14F1133P0006	TMS13F1008P0006	48537
	TMS14F1134P0001	TMS13F1008P0006	48538
	TMS14F1135P0001	TMS13F1008P0006	48540
	TMS14F1135P0002	TMS13F1008P0006	48540
	TMS14F1135P0003	TMS13F1008P0006	48540
	TMS14F1135P0004	TMS13F1008P0006	48540
	TMS14F1135P0005	TMS13F1008P0006	48540
	TMS14F1136P0001	TMS13F1008P0006	48541
	TMS14F1136P0002	TMS13F1008P0006	48541
	TMS14F1136P0003	TMS13F1008P0006	48541
	TMS14F1137P0001	TMS13F1176P0003	48544
	TMS14F1137P0002	TMS13F1176P0003	48544
	TMS14F1137P0003	TMS13F1176P0003	48544
	TMS14F1138P0001	TMS13F1008P0006	48546
	TMS14F1138P0002	TMS13F1008P0006	48546
	TMS14F1138P0003	TMS13F1008P0006	48546
	TMS14F1138P0004	TMS13F1008P0006	48546
	TMS14F1138P0005	TMS13F1008P0006	48546
	TMS14F1138P0006	TMS13F1008P0006	48546
	TMS14F1139P0001	TMS13F1008P0006	48548
	TMS14F1139P0002	TMS13F1008P0006	48548
	TMS14F1139P0003	TMS13F1008P0006	48548
	TMS14F1140P0001	TMS13F1176P0003	48549
	TMS14F1140P0002	TMS13F1176P0003	48549
	TMS14F1140P0003	TMS13F1176P0003	48549
	TMS14F1140P0004	TMS13F1176P0003	48549
	TMS14F1140P0005	TMS13F1176P0003	48549
	TMS14F1140P0006	TMS13F1176P0003	48549
	TMS14F1140P0007	TMS13F1176P0003	48549
	TMS14F1140P0008	TMS13F1176P0003	48549
	TMS14F1140P0009	TMS13F1176P0003	48549
	TMS14F1141P0001	TMS13F1176P0003	48560
	TMS14F1141P0002	TMS13F1176P0003	48560
	TMS14F1141P0003	TMS13F1176P0003	48560
	TMS14F1141P0004	TMS13F1176P0003	48560
	TMS14F1141P0005	TMS13F1176P0003	48560
	TMS14F1142P0001	TMS13F1008P0006	48593
	TMS14F1142P0002	TMS13F1008P0006	48593
	TMS14F1142P0003	TMS13F1008P0006	48593
	TMS14F1142P0004	TMS13F1008P0006	48593
	TMS14F1142P0005	TMS13F1008P0006	48593
	TMS14F1142P0006	TMS13F1008P0006	48593
	TMS14F1142P0007	TMS13F1008P0006	48593
	TMS14F1142P0008	TMS13F1008P0006	48593
	TMS14F1142P0009	TMS13F1008P0006	48593
	TMS14F1142P0010	TMS13F1008P0006	48593
	TMS14F1142P0011	TMS13F1008P0006	48593
	TMS14F1142P0012	TMS13F1008P0006	48593
	TMS14F1142P0013	TMS13F1008P0006	48593
	TMS14F1142P0014	TMS13F1008P0006	48593
	TMS14F1142P0015	TMS13F1008P0006	48593
	TMS14F1142P0016	TMS13F1008P0006	48593
	TMS14F1142P0017	TMS13F1008P0006	48593
	TMS14F1142P0018	TMS13F1008P0006	48593
	TMS14F1142P0019	TMS13F1008P0006	48593
	TMS14F1142P0020	TMS13F1008P0006	48593
	TMS14F1143P0001	TMS13F1008P0006	48570
	TMS14F1143P0002	TMS13F1008P0006	48570
	TMS14F1144P0001	TMS13F1008P0006	48590
	TMS14F1144P0002	TMS13F1008P0006	48590
	TMS14F1144P0003	TMS13F1008P0006	48590
	TMS14F1145P0001	TMS13F1307P0008	48552
	TMS14F1145P0002	TMS13F1307P0008	48552
	TMS14F1145P0003	TMS13F1307P0008	48552
	TMS14F1145P0004	TMS13F1307P0008	48552
	TMS14F1145P0005	TMS13F1307P0008	48552
	TMS14F1145P0006	TMS13F1307P0008	48552
	TMS14F1145P0007	TMS13F1307P0008	48552
	TMS14F1145P0008	TMS13F1307P0008	48552
	TMS14F1145P0009	TMS13F1307P0008	48552
	TMS14F1145P0010	TMS13F1307P0008	48552
	TMS14F1145P0011	TMS13F1307P0008	48552
	TMS14F1145P0012	TMS13F1307P0008	48552
	TMS14F1145P0013	TMS13F1307P0008	48552
	TMS14F1145P0014	TMS13F1307P0008	48552
	TMS14F1145P0015	TMS13F1307P0008	48552
	TMS14F1146P0001	TMS13F1307P0020	48555
	TMS14F1146P0002	TMS13F1307P0020	48555
	TMS14F1146P0003	TMS13F1307P0020	48555
	TMS14F1146P0004	TMS13F1307P0020	48555
	TMS14F1146P0005	TMS13F1307P0020	48555
	TMS14F1146P0006	TMS13F1307P0020	48555
	TMS14F1146P0007	TMS13F1307P0020	48555
	TMS14F1146P0008	TMS13F1307P0020	48555
	TMS14F1146P0009	TMS13F1307P0020	48555
	TMS14F1147P0001	TMS13F1307P0008	48555
	TMS14F1147P0002	TMS13F1307P0008	48555
	TMS14F1147P0003	TMS13F1307P0008	48555
	TMS14F1147P0004	TMS13F1307P0008	48555
	TMS14F1147P0005	TMS13F1307P0008	48555
	TMS14F1147P0006	TMS13F1307P0008	48555
	TMS14F1147P0007	TMS13F1307P0008	48555
	TMS14F1147P0008	TMS13F1307P0008	48555
	TMS14F1147P0009	TMS13F1307P0008	48555
	TMS14F1148P0001	TMS13F1307P0020	48557
	TMS14F1149P0001	TMS13F1307P0008	48563
	TMS14F1149P0002	TMS13F1307P0008	48563
	TMS14F1150P0001	TMS13F1307P0008	48571
	TMS14F1150P0002	TMS13F1307P0008	48571
	TMS14F1151P0001	TMS13F1154P0010	48551
	TMS14F1151P0002	TMS13F1154P0010	48551
	TMS14F1151P0003	TMS13F1154P0010	48551
	TMS14F1151P0004	TMS13F1154P0010	48551
	TMS14F1151P0005	TMS13F1154P0010	48551
	TMS14F1151P0006	TMS13F1154P0010	48551
	TMS14F1151P0007	TMS13F1154P0010	48551
	TMS14F1151P0008	TMS13F1154P0010	48551
	TMS14F1152P0001	TMS13F1084P0006	48552
	TMS14F1152P0002	TMS13F1084P0006	48552
	TMS14F1152P0003	TMS13F1084P0006	48552
	TMS14F1152P0004	TMS13F1084P0006	48552
	TMS14F1152P0005	TMS13F1084P0006	48552
	TMS14F1152P0006	TMS13F1084P0006	48552
	TMS14F1152P0007	TMS13F1084P0006	48552
	TMS14F1153P0001	TMS13F1154P0010	48552
	TMS14F1153P0002	TMS13F1154P0010	48552
	TMS14F1153P0003	TMS13F1154P0010	48552
	TMS14F1153P0004	TMS13F1154P0010	48552
	TMS14F1153P0005	TMS13F1154P0010	48552
	TMS14F1153P0006	TMS13F1154P0010	48552
	TMS14F1153P0007	TMS13F1154P0010	48552
	TMS14F1153P0008	TMS13F1154P0010	48552
	TMS14F1153P0009	TMS13F1154P0010	48552
	TMS14F1153P0010	TMS13F1154P0010	48552
	TMS14F1154P0001	TMS13F1154P0010	48554
	TMS14F1154P0002	TMS13F1154P0010	48554
	TMS14F1154P0003	TMS13F1154P0010	48554
	TMS14F1154P0004	TMS13F1154P0010	48554
	TMS14F1154P0005	TMS13F1154P0010	48554
	TMS14F1154P0006	TMS13F1154P0010	48554
	TMS14F1154P0007	TMS13F1154P0010	48554
	TMS14F1154P0008	TMS13F1154P0010	48554
	TMS14F1156P0001	TMS13F1111P0012	48555
	TMS14F1156P0002	TMS13F1111P0012	48555
	TMS14F1156P0003	TMS13F1111P0012	48555
	TMS14F1156P0004	TMS13F1111P0012	48555
	TMS14F1157P0001	TMS13F1154P0010	48555
	TMS14F1157P0002	TMS13F1154P0010	48555
	TMS14F1157P0003	TMS13F1154P0010	48555
	TMS14F1157P0004	TMS13F1154P0010	48555
	TMS14F1159P0001	TMS13F1154P0010	48556
	TMS14F1159P0002	TMS13F1154P0010	48556
	TMS14F1159P0003	TMS13F1154P0010	48556
	TMS14F1159P0004	TMS13F1154P0010	48556
	TMS14F1159P0005	TMS13F1154P0010	48556
	TMS14F1159P0006	TMS13F1154P0010	48556
	TMS14F1159P0007	TMS13F1154P0010	48556
	TMS14F1159P0008	TMS13F1154P0010	48556
	TMS14F1161P0001	TMS13F1020P0002	48567
	TMS14F1161P0002	TMS13F1020P0002	48567
	TMS14F1161P0003	TMS13F1020P0002	48567
	TMS14F1162P0001	TMS13F1084P0006	48567
	TMS14F1162P0002	TMS13F1084P0006	48567
	TMS14F1162P0003	TMS13F1084P0006	48567
	TMS14F1162P0004	TMS13F1084P0006	48567
	TMS14F1162P0005	TMS13F1084P0006	48567
	TMS14F1163P0001	TMS13F1154P0010	48567
	TMS14F1163P0002	TMS13F1154P0010	48567
	TMS14F1163P0003	TMS13F1154P0010	48567
	TMS14F1163P0004	TMS13F1154P0010	48567
	TMS14F1163P0005	TMS13F1154P0010	48567
	TMS14F1163P0006	TMS13F1154P0010	48567
	TMS14F1163P0007	TMS13F1154P0010	48567
	TMS14F1163P0008	TMS13F1154P0010	48567
	TMS14F1165P0001	TMS13F1160P0009	48575
	TMS14F1165P0002	TMS13F1160P0009	48575
	TMS14F1166P0001	TMS13F1154P0010	48591
	TMS14F1166P0002	TMS13F1154P0010	48591
	TMS14F1166P0003	TMS13F1154P0010	48591
	TMS14F1166P0004	TMS13F1154P0010	48591
	TMS14F1166P0005	TMS13F1154P0010	48591
	TMS14F1166P0006	TMS13F1154P0010	48591
	TMS14F1166P0007	TMS13F1154P0010	48591
	TMS14F1166P0008	TMS13F1154P0010	48591
	TMS14F1167P0001	TMS13F1333P0003	48536
	TMS14F1167P0002	TMS13F1333P0003	48536
	TMS14F1167P0003	TMS13F1333P0003	48536
	TMS14F1167P0004	TMS13F1333P0003	48536
	TMS14F1167P0005	TMS13F1333P0003	48536
	TMS14F1167P0006	TMS13F1333P0003	48536
	TMS14F1169P0001	TMS13F1106P0006	48552
	TMS14F1169P0002	TMS13F1106P0006	48552
	TMS14F1169P0003	TMS13F1106P0006	48552
	TMS14F1169P0004	TMS13F1106P0006	48552
	TMS14F1169P0005	TMS13F1106P0006	48552
	TMS14F1169P0007	TMS13F1106P0006	48552
	TMS14F1169P0008	TMS13F1106P0006	48552
	TMS14F1169P0009	TMS13F1106P0006	48552
	TMS14F1169P0010	TMS13F1106P0006	48552
	TMS14F1169P0011	TMS13F1106P0006	48552
	TMS14F1169P0012	TMS13F1106P0006	48552
	TMS14F1170P0001	TMS13F1333P0027	48552
	TMS14F1170P0002	TMS13F1333P0027	48552
	TMS14F1170P0003	TMS13F1333P0027	48552
	TMS14F1170P0005	TMS13F1333P0027	48552
	TMS14F1170P0006	TMS13F1333P0027	48552
	TMS14F1170P0007	TMS13F1333P0027	48552
	TMS14F1170P0008	TMS13F1333P0027	48552
	TMS14F1170P0009	TMS13F1333P0027	48552
	TMS14F1170P0010	TMS13F1333P0027	48552
	TMS14F1170P0011	TMS13F1333P0027	48552
	TMS14F1170P0012	TMS13F1333P0027	48552
	TMS14F1170P0013	TMS13F1333P0027	48552
	TMS14F1170P0014	TMS13F1333P0027	48552
	TMS14F1170P0016	TMS13F1333P0027	48552
	TMS14F1170P0017	TMS13F1333P0027	48552
	TMS14F1170P0018	TMS13F1333P0027	48552
	TMS14F1170P0019	TMS13F1333P0027	48552
	TMS14F1170P0020	TMS13F1333P0027	48552
	TMS14F1171P0001	TMS13F1333P0003	48552
	TMS14F1171P0002	TMS13F1333P0003	48552
	TMS14F1171P0003	TMS13F1333P0003	48552
	TMS14F1171P0004	TMS13F1333P0003	48552
	TMS14F1171P0005	TMS13F1333P0003	48552
	TMS14F1171P0006	TMS13F1333P0003	48552
	TMS14F1171P0007	TMS13F1333P0003	48552
	TMS14F1171P0008	TMS13F1333P0003	48552
	TMS14F1171P0009	TMS13F1333P0003	48552
	TMS14F1171P0010	TMS13F1333P0003	48552
	TMS14F1171P0011	TMS13F1333P0003	48552
	TMS14F1171P0012	TMS13F1333P0003	48552
	TMS14F1171P0013	TMS13F1333P0003	48552
	TMS14F1172P0001	TMS13F1107P0010	48554
	TMS14F1173P0001	TMS13F1333P0003	48554
	TMS14F1173P0002	TMS13F1333P0003	48554
	TMS14F1173P0003	TMS13F1333P0003	48554
	TMS14F1173P0004	TMS13F1333P0003	48554
	TMS14F1173P0005	TMS13F1333P0003	48554
	TMS14F1173P0006	TMS13F1333P0003	48554
	TMS14F1173P0007	TMS13F1333P0003	48554
	TMS14F1173P0008	TMS13F1333P0003	48554
	TMS14F1173P0009	TMS13F1333P0003	48554
	TMS14F1173P0010	TMS13F1333P0003	48554
	TMS14F1173P0011	TMS13F1333P0003	48554
	TMS14F1173P0012	TMS13F1333P0003	48554
	TMS14F1173P0013	TMS13F1333P0003	48554
	TMS14F1174P0001	TMS13F1106P0006	48555
	TMS14F1174P0002	TMS13F1106P0006	48555
	TMS14F1174P0003	TMS13F1106P0006	48555
	TMS14F1174P0004	TMS13F1106P0006	48555
	TMS14F1174P0005	TMS13F1106P0006	48555
	TMS14F1174P0006	TMS13F1106P0006	48555
	TMS14F1174P0007	TMS13F1106P0006	48555
	TMS14F1174P0008	TMS13F1106P0006	48555
	TMS14F1174P0009	TMS13F1106P0006	48555
	TMS14F1174P0010	TMS13F1106P0006	48555
	TMS14F1174P0011	TMS13F1106P0006	48555
	TMS14F1174P0012	TMS13F1106P0006	48555
	TMS14F1176P0001	TMS13F1333P0003	48555
	TMS14F1176P0002	TMS13F1333P0003	48555
	TMS14F1176P0003	TMS13F1333P0003	48555
	TMS14F1176P0004	TMS13F1333P0003	48555
	TMS14F1176P0005	TMS13F1333P0003	48555
	TMS14F1176P0006	TMS13F1333P0003	48555
	TMS14F1176P0007	TMS13F1333P0003	48555
	TMS14F1176P0008	TMS13F1333P0003	48555
	TMS14F1176P0009	TMS13F1333P0003	48555
	TMS14F1176P0010	TMS13F1333P0003	48555
	TMS14F1176P0011	TMS13F1333P0003	48555
	TMS14F1176P0012	TMS13F1333P0003	48555
	TMS14F1176P0013	TMS13F1333P0003	48555
	TMS14F1177P0001	TMS13F1106P0006	48556
	TMS14F1177P0002	TMS13F1106P0006	48556
	TMS14F1177P0003	TMS13F1106P0006	48556
	TMS14F1178P0001	TMS13F1333P0003	48556
	TMS14F1179P0001	TMS13F1106P0006	48562
	TMS14F1180P0001	TMS13F1106P0006	48567
	TMS14F1180P0002	TMS13F1106P0006	48567
	TMS14F1180P0003	TMS13F1106P0006	48567
	TMS14F1180P0004	TMS13F1106P0006	48567
	TMS14F1180P0005	TMS13F1106P0006	48567
	TMS14F1180P0006	TMS13F1106P0006	48567
	TMS14F1181P0001	TMS13F1333P0003	48567
	TMS14F1181P0002	TMS13F1333P0003	48567
	TMS14F1181P0003	TMS13F1333P0003	48567
	TMS14F1181P0004	TMS13F1333P0003	48567
	TMS14F1181P0005	TMS13F1333P0003	48567
	TMS14F1181P0006	TMS13F1333P0003	48567
	TMS14F1181P0007	TMS13F1333P0003	48567
	TMS14F1181P0008	TMS13F1333P0003	48567
	TMS14F1182P0001	TMS13F1333P0003	48563
	TMS14F1182P0002	TMS13F1333P0003	48563
	TMS14F1182P0003	TMS13F1333P0003	48563
	TMS14F1182P0004	TMS13F1333P0003	48563
	TMS14F1183P0001	TMS13F1106P0006	48571
	TMS14F1183P0002	TMS13F1106P0006	48571
	TMS14F1183P0003	TMS13F1106P0006	48571
	TMS14F1184P0001	TMS13F1333P0027	48571
	TMS14F1185P0001	TMS13F1333P0003	48571
	TMS14F1185P0002	TMS13F1333P0003	48571
	TMS14F1186P0001	TMS13F1333P0003	48558
	TMS14F1186P0002	TMS13F1333P0003	48558
	TMS14F1186P0003	TMS13F1333P0003	48558
	TMS14F1186P0004	TMS13F1333P0003	48558
	TMS14F1186P0005	TMS13F1333P0003	48558
	TMS14F1186P0007	TMS13F1333P0003	48558
	TMS14F1186P0008	TMS13F1333P0003	48558
	TMS14F1187P0001	TMS13F1106P0006	48587
	TMS14F1188P0001	TMS13F1106P0006	48591
	TMS14F1188P0002	TMS13F1106P0006	48591
	TMS14F1189P0001	TMS13F1333P0003	48594
	TMS14F1189P0002	TMS13F1333P0003	48594
	TMS14F1189P0003	TMS13F1333P0003	48594
	TMS14F1189P0004	TMS13F1333P0003	48594
	TMS14F1189P0005	TMS13F1333P0003	48594
	TMS14F1190P0001	TMS13F1008P0006	48552
	TMS14F1191P0001	TMS13F1176P0003	48555
	TMS14F1191P0002	TMS13F1176P0003	48555
	TMS14F1191P0003	TMS13F1176P0003	48555
	TMS14F1191P0004	TMS13F1176P0003	48555
	TMS14F1191P0005	TMS13F1176P0003	48555
	TMS14F1191P0006	TMS13F1176P0003	48555
	TMS14F1191P0007	TMS13F1176P0003	48555
	TMS14F1191P0008	TMS13F1176P0003	48555
	TMS14F1192P0001	TMS13F1008P0006	48556
	TMS14F1193P0001	TMS13F1176P0003	48563
	TMS14F1193P0002	TMS13F1176P0003	48563
	TMS14F1194P0001	TMS13F1307P0020	48529
	TMS14F1194P0002	TMS13F1307P0020	48529
	TMS14F1195P0001	TMS13F1307P0020	48531
	TMS14F1195P0002	TMS13F1307P0020	48531
	TMS14F1195P0003	TMS13F1307P0020	48531
	TMS14F1195P0004	TMS13F1307P0020	48531
	TMS14F1195P0005	TMS13F1307P0020	48531
	TMS14F1195P0006	TMS13F1307P0020	48531
	TMS14F1195P0007	TMS13F1307P0020	48531
	TMS14F1195P0008	TMS13F1307P0020	48531
	TMS14F1195P0009	TMS13F1307P0020	48531
	TMS14F1195P0010	TMS13F1307P0020	48531
	TMS14F1195P0011	TMS13F1307P0020	48531
	TMS14F1195P0012	TMS13F1307P0020	48531
	TMS14F1195P0013	TMS13F1307P0020	48531
	TMS14F1195P0014	TMS13F1307P0020	48531
